+------+---------------------------------------------------------------------------------+------------------------+---------------+
| Rank |                                    Drug Name                                    |      Target Name       | Binding Score |
| 7539 |                                 NCGC00263194-02                                 | SARS-CoV2 3CL Protease |    1469.39    |
| 7540 |                 NCGC00015610-12&NCGC00015610-17&NCGC00015610-29                 | SARS-CoV2 3CL Protease |    1474.27    |
| 7541 |                 NCGC00159341-17&NCGC00159341-18&NCGC00159341-20                 | SARS-CoV2 3CL Protease |    1478.39    |
| 7542 |                 NCGC00023509-13&NCGC00023509-16&NCGC00023509-18                 | SARS-CoV2 3CL Protease |    1479.58    |
| 7543 |                                 NCGC00381605-01                                 | SARS-CoV2 3CL Protease |    1483.62    |
| 7544 |                                 NCGC00378879-01                                 | SARS-CoV2 3CL Protease |    1483.79    |
| 7545 |                                 NCGC00510682-01                                 | SARS-CoV2 3CL Protease |    1487.79    |
| 7546 |                         NCGC00386141-01&NCGC00386141-07                         | SARS-CoV2 3CL Protease |    1489.31    |
| 7547 |                                 NCGC00016394-10                                 | SARS-CoV2 3CL Protease |    1490.56    |
| 7548 |                                 NCGC00016467-10                                 | SARS-CoV2 3CL Protease |    1491.36    |
| 7549 |                                 NCGC00348371-01                                 | SARS-CoV2 3CL Protease |    1492.20    |
| 7550 |                                 NCGC00094182-03                                 | SARS-CoV2 3CL Protease |    1493.72    |
| 7551 |                                 NCGC00351777-01                                 | SARS-CoV2 3CL Protease |    1494.83    |
| 7552 |                                 NCGC00485402-01                                 | SARS-CoV2 3CL Protease |    1497.07    |
| 7553 |                         NCGC00015237-04&NCGC00015237-07                         | SARS-CoV2 3CL Protease |    1501.75    |
| 7554 |                                 NCGC00093867-04                                 | SARS-CoV2 3CL Protease |    1504.24    |
| 7555 |                         NCGC00386313-07&NCGC00386313-08                         | SARS-CoV2 3CL Protease |    1505.71    |
| 7556 |                                 NCGC00093824-03                                 | SARS-CoV2 3CL Protease |    1506.55    |
| 7557 |                                 NCGC00015497-05                                 | SARS-CoV2 3CL Protease |    1511.52    |
| 7558 |                                 NCGC00181355-02                                 | SARS-CoV2 3CL Protease |    1514.67    |
| 7559 |                                 NCGC00485206-01                                 | SARS-CoV2 3CL Protease |    1518.64    |
| 7560 |                         NCGC00160397-04&NCGC00160397-13                         | SARS-CoV2 3CL Protease |    1520.23    |
| 7561 |                         NCGC00384190-02&NCGC00384190-03                         | SARS-CoV2 3CL Protease |    1520.58    |
| 7562 |                 NCGC00250400-05&NCGC00250400-09&NCGC00250400-12                 | SARS-CoV2 3CL Protease |    1520.58    |
| 7563 |                 NCGC00249613-08&NCGC00249613-10&NCGC00249613-11                 | SARS-CoV2 3CL Protease |    1527.72    |
| 7564 |                                 NCGC00402240-03                                 | SARS-CoV2 3CL Protease |    1527.90    |
| 7565 |                                 NCGC00183106-01                                 | SARS-CoV2 3CL Protease |    1528.94    |
| 7566 |                                 NCGC00389324-01                                 | SARS-CoV2 3CL Protease |    1529.94    |
| 7567 |                                 NCGC00229704-02                                 | SARS-CoV2 3CL Protease |    1529.94    |
| 7568 |                                 NCGC00229704-01                                 | SARS-CoV2 3CL Protease |    1529.94    |
| 7569 |                                 NCGC00092291-03                                 | SARS-CoV2 3CL Protease |    1532.68    |
| 7570 |                                 NCGC00186003-01                                 | SARS-CoV2 3CL Protease |    1532.68    |
| 7571 |                                 NCGC00387089-01                                 | SARS-CoV2 3CL Protease |    1536.03    |
| 7572 |                                 NCGC00386889-01                                 | SARS-CoV2 3CL Protease |    1536.32    |
| 7573 |                                 NCGC00378912-01                                 | SARS-CoV2 3CL Protease |    1536.68    |
| 7574 |                                 NCGC00386015-01                                 | SARS-CoV2 3CL Protease |    1537.23    |
| 7575 |                                 NCGC00167536-03                                 | SARS-CoV2 3CL Protease |    1539.95    |
| 7576 |                                 NCGC00169504-02                                 | SARS-CoV2 3CL Protease |    1541.81    |
| 7577 |                                 NCGC00025085-02                                 | SARS-CoV2 3CL Protease |    1542.11    |
| 7578 |                                 NCGC00015383-03                                 | SARS-CoV2 3CL Protease |    1542.11    |
| 7579 |                                 NCGC00686698-01                                 | SARS-CoV2 3CL Protease |    1542.11    |
| 7580 |                                 NCGC00017344-11                                 | SARS-CoV2 3CL Protease |    1547.30    |
| 7581 |                                 NCGC00015213-08                                 | SARS-CoV2 3CL Protease |    1549.14    |
| 7582 |                         NCGC00093674-04&NCGC00093674-07                         | SARS-CoV2 3CL Protease |    1549.14    |
| 7583 |                 NCGC00016306-05&NCGC00016306-08&NCGC00016306-09                 | SARS-CoV2 3CL Protease |    1549.14    |
| 7584 |                                 NCGC00390271-01                                 | SARS-CoV2 3CL Protease |    1550.15    |
| 7585 |                                 NCGC00179658-04                                 | SARS-CoV2 3CL Protease |    1550.65    |
| 7586 |                                 NCGC00380576-01                                 | SARS-CoV2 3CL Protease |    1550.66    |
